date,closing,adjusted,evolution,quantity,volume
12/03/2021,249.0,249.0,0.69,32238.0,8027262.0
11/03/2021,247.3,247.3,-0.48,5800.0,1435388.25
10/03/2021,248.5,248.5,0.0,4092.0,1016241.45
09/03/2021,248.5,248.5,-0.06,2297.0,570863.9
08/03/2021,248.65,248.65,-0.54,5.0,1243.25
05/03/2021,250.0,250.0,-0.38,4358.0,1088385.8
04/03/2021,250.95,250.95,0.72,40.0,10038.0
03/03/2021,249.15,249.15,-0.89,6460.0,1613738.4
02/03/2021,251.4,251.4,1.35,250.0,62358.85
01/03/2021,248.05,248.05,-0.78,1634.0,405399.8
26/02/2021,250.0,250.0,-0.02,24825.0,6206250.2
25/02/2021,250.05,250.05,-0.38,12406.0,3101632.1
24/02/2021,251.0,251.0,0.0,12819.0,3198213.85
23/02/2021,251.0,251.0,-1.53,6064.0,1521471.3
22/02/2021,254.9,254.9,0.0,2997.0,763618.95
19/02/2021,254.9,254.9,-0.04,66.0,16651.15
18/02/2021,255.0,255.0,0.37,10205.0,2593059.8
17/02/2021,254.05,254.05,0.02,11147.0,2831794.85
16/02/2021,254.0,254.0,0.28,3138.0,793920.75
15/02/2021,253.3,253.3,0.08,1009.0,255579.3
12/02/2021,253.1,253.1,0.04,44908.0,11379430.55
11/02/2021,253.0,253.0,-0.39,35122.0,8882453.7
10/02/2021,254.0,254.0,-0.29,2023.0,510348.75
09/02/2021,254.75,254.75,-1.26,47686.0,12187503.75
08/02/2021,258.0,258.0,0.68,54607.0,14086932.0
05/02/2021,256.25,256.25,0.45,37360.0,9568786.0
04/02/2021,255.1,255.1,-0.43,14747.0,3770210.7
03/02/2021,256.2,256.2,-0.35,6403.0,1639161.55
02/02/2021,257.1,257.1,0.0,10227.0,2627915.35
01/02/2021,257.1,257.1,-0.71,4903.0,1258069.6
29/01/2021,258.95,258.95,0.66,22796.0,5884442.8
28/01/2021,257.25,257.25,-0.16,1901.0,488938.25
27/01/2021,257.65,257.65,-0.88,4248.0,1095297.65
26/01/2021,259.95,259.95,1.15,63578.0,16443493.0
25/01/2021,257.0,257.0,0.02,36162.0,9289491.75
22/01/2021,256.95,256.95,1.68,104328.0,26802709.05
21/01/2021,252.7,252.7,-1.86,32151.0,8262183.1
20/01/2021,257.5,257.5,0.59,20723.0,5315444.1
19/01/2021,256.0,256.0,0.39,57168.0,14635568.75
18/01/2021,255.0,255.0,0.59,7359.0,1874210.65
15/01/2021,253.5,253.5,1.4,76971.0,19349781.9
14/01/2021,250.0,250.0,2.44,13974.0,3485930.95
13/01/2021,244.05,244.05,-1.99,24.0,5862.15
12/01/2021,249.0,249.0,1.22,2012.0,499299.65
08/01/2021,246.0,246.0,-0.4,3950.0,971600.2
07/01/2021,247.0,247.0,1.23,13.0,3236.0
06/01/2021,244.0,244.0,-2.24,4820.0,1179967.75
05/01/2021,249.6,249.6,-1.15,820.0,202852.9
04/01/2021,252.5,252.5,1.12,1.0,252.5
31/12/2020,249.7,249.7,1.92,11781.0,2936747.75
30/12/2020,245.0,245.0,0.0,0.0,0.0
29/12/2020,245.0,245.0,-0.41,770.0,189143.35
28/12/2020,246.0,246.0,-0.4,3748.0,924392.75
25/12/2020,247.0,247.0,-1.2,37380.0,9235334.25
24/12/2020,250.0,250.0,-0.4,14645.0,3668963.25
23/12/2020,251.0,251.0,0.4,3211.0,812018.15
22/12/2020,250.0,250.0,2.04,27848.0,6984889.95
21/12/2020,245.0,245.0,-3.77,33298.0,8207096.3
18/12/2020,254.6,254.6,-1.7,48944.0,12576407.8
17/12/2020,259.0,259.0,0.78,92725.0,23965062.15
16/12/2020,257.0,257.0,2.39,154680.0,39455947.05
15/12/2020,251.0,251.0,0.6,16748.0,4176837.0
14/12/2020,249.5,249.5,-0.2,1581.0,393902.5
11/12/2020,250.0,250.0,1.21,104980.0,26198392.35
10/12/2020,247.0,247.0,0.8,2706.0,668381.4
09/12/2020,245.05,245.05,-0.77,5223.0,1280009.25
08/12/2020,246.95,246.95,0.8,9315.0,2289533.35
07/12/2020,245.0,245.0,0.0,7672.0,1878019.85
04/12/2020,245.0,245.0,0.2,8849.0,2171107.0
03/12/2020,244.5,244.5,-0.22,3004.0,735401.0
02/12/2020,245.05,245.05,0.02,15919.0,3907734.05
01/12/2020,245.0,245.0,0.0,1043.0,252904.35
30/11/2020,245.0,245.0,0.78,32339.0,7927350.15
27/11/2020,243.1,243.1,-1.18,23695.0,5775608.1
26/11/2020,246.0,246.0,-0.32,6382.0,1567781.3
25/11/2020,246.8,246.8,0.73,47409.0,11690054.8
24/11/2020,245.0,245.0,0.74,28338.0,6959801.05
23/11/2020,243.2,243.2,-1.34,1209.0,294268.8
20/11/2020,246.5,246.5,1.02,66868.0,16412602.9
19/11/2020,244.0,244.0,0.41,18520.0,4518306.6
17/11/2020,243.0,243.0,0.23,33269.0,8082017.0
16/11/2020,242.45,242.45,0.0,12817.0,3106429.2
13/11/2020,242.45,242.45,-0.55,21713.0,5254661.0
12/11/2020,243.8,243.8,0.95,6763.0,1630667.1
11/11/2020,241.5,241.5,-1.02,14109.0,3418114.15
10/11/2020,244.0,244.0,0.87,75569.0,18477598.45
09/11/2020,241.9,241.9,1.64,83680.0,20204673.9
05/11/2020,238.0,238.0,0.42,5.0,1190.0
04/11/2020,237.0,237.0,0.11,7123.0,1686918.4
03/11/2020,236.75,236.75,0.02,6826.0,1615708.25
02/11/2020,236.7,236.7,-1.38,754.0,178610.1
28/10/2020,240.0,240.0,0.0,9592.0,2301593.65
27/10/2020,240.0,240.0,-0.02,27214.0,6540872.35
26/10/2020,240.05,240.05,-0.37,24801.0,5953153.9
23/10/2020,240.95,240.95,1.22,178415.0,42866072.1
22/10/2020,238.05,238.05,1.23,20123.0,4788959.3
21/10/2020,235.15,235.15,1.1,3914.0,920530.25
20/10/2020,240.6,240.6,1.09,103415.0,24974712.35
19/10/2020,238.0,238.0,0.42,321.0,76415.85
16/10/2020,237.0,237.0,-1.33,94332.0,22465778.3
15/10/2020,240.2,240.2,-1.13,6535.0,1569516.3
14/10/2020,242.95,242.95,2.92,42052.0,10178204.25
13/10/2020,236.05,236.05,0.45,26990.0,6393436.25
12/10/2020,235.0,235.0,0.0,1327.0,311735.0
09/10/2020,235.0,235.0,0.0,28725.0,6729824.6
08/10/2020,235.0,235.0,0.82,76574.0,17989193.15
07/10/2020,233.1,233.1,0.87,21899.0,5102743.0
06/10/2020,231.1,231.1,0.02,159.0,36744.9
05/10/2020,231.05,231.05,-0.84,28536.0,6649017.0
02/10/2020,233.0,233.0,0.43,250.0,58250.0
01/10/2020,232.0,232.0,0.41,20532.0,4762463.05
30/09/2020,231.05,231.05,-1.26,1806.0,417837.05
29/09/2020,234.0,234.0,0.86,9280.0,2163291.9
28/09/2020,232.0,232.0,-0.02,11.0,2552.0
25/09/2020,232.05,232.05,0.0,10505.0,2438509.05
24/09/2020,232.05,232.05,0.43,23552.0,5478288.1
23/09/2020,231.05,231.05,0.02,3896.0,904793.5
22/09/2020,231.0,231.0,0.37,1482.0,341528.7
21/09/2020,230.15,230.15,-0.15,780.0,179560.25
18/09/2020,230.5,230.5,-0.22,18739.0,4311704.85
17/09/2020,231.0,231.0,-1.28,69043.0,15952491.6
16/09/2020,234.0,234.0,0.58,5077.0,1187505.5
15/09/2020,232.65,232.65,-0.17,7439.0,1731345.75
14/09/2020,233.05,233.05,-0.87,8975.0,2091372.45
11/09/2020,235.1,235.1,-0.38,13899.0,3273598.15
10/09/2020,236.0,236.0,0.0,70714.0,16701441.8
09/09/2020,236.0,236.0,1.29,4141.0,976503.05
08/09/2020,233.0,233.0,0.22,19076.0,4436954.25
07/09/2020,232.5,232.5,0.0,0.0,0.0
04/09/2020,232.5,232.5,-1.48,5576.0,1296668.5
03/09/2020,236.0,236.0,0.47,50.0,11800.0
02/09/2020,234.9,234.9,0.11,36270.0,8500786.9
01/09/2020,234.65,234.65,3.99,66545.0,15561301.25
31/08/2020,225.65,225.65,0.29,12665.0,2855083.45
28/08/2020,225.0,225.0,-1.75,11317.0,2546811.95
27/08/2020,229.0,229.0,1.78,9839.0,2214260.25
26/08/2020,225.0,225.0,-1.53,40.0,9000.0
25/08/2020,228.5,228.5,-0.41,9790.0,2236965.0
24/08/2020,229.45,229.45,-1.31,38180.0,8783134.35
19/08/2020,232.5,232.5,0.0,51520.0,11955388.5
18/08/2020,232.5,232.5,-1.02,28121.0,6538081.4
17/08/2020,234.9,234.9,0.82,4724.0,1107648.55
13/08/2020,233.0,233.0,1.75,22261.0,5122853.1
12/08/2020,229.0,229.0,0.37,30721.0,7034531.75
11/08/2020,228.15,228.15,0.51,7009.0,1598481.6
10/08/2020,227.0,227.0,-0.44,108.0,24614.7
07/08/2020,228.0,228.0,0.75,11065.0,2525572.5
06/08/2020,226.3,226.3,0.13,87.0,19677.3
05/08/2020,226.0,226.0,-0.79,3264.0,737656.0
04/08/2020,227.8,227.8,-0.52,537.0,121983.6
03/08/2020,229.0,229.0,-0.35,150.0,34397.3
29/07/2020,229.8,229.8,1.23,26409.0,5969591.05
28/07/2020,227.0,227.0,1.79,8682.0,1957810.6
27/07/2020,223.0,223.0,0.0,10453.0,2336485.0
24/07/2020,223.0,223.0,0.0,45203.0,10082467.7
23/07/2020,223.0,223.0,0.0,11690.0,2616970.6
22/07/2020,223.0,223.0,0.0,22362.0,4985358.0
21/07/2020,223.0,223.0,0.0,17568.0,3917799.0
20/07/2020,223.0,223.0,0.43,802.0,178787.0
17/07/2020,222.05,222.05,0.23,8912.0,1972989.05
16/07/2020,221.55,221.55,0.25,39809.0,8804203.2
15/07/2020,221.0,221.0,0.45,27544.0,6079987.7
14/07/2020,220.0,220.0,0.0,3156.0,692371.5
13/07/2020,220.0,220.0,-0.68,5360.0,1187061.55
10/07/2020,221.5,221.5,-0.98,5273.0,1167969.5
09/07/2020,223.7,223.7,0.77,11913.0,2639121.95
08/07/2020,222.0,222.0,0.45,10.0,2220.0
07/07/2020,221.0,221.0,0.5,6885.0,1521037.0
06/07/2020,219.9,219.9,-1.35,12057.0,2652503.3
03/07/2020,222.9,222.9,-0.04,3671.0,816244.35
02/07/2020,223.0,223.0,-0.31,762.0,170581.7
01/07/2020,223.7,223.7,1.77,25712.0,5656643.2
30/06/2020,219.8,219.8,0.59,41563.0,9136847.6
29/06/2020,218.5,218.5,0.23,2490.0,545553.7
26/06/2020,218.0,218.0,-0.91,61551.0,13477601.7
25/06/2020,220.0,220.0,-0.45,4929.0,1087072.4
24/06/2020,221.0,221.0,-0.94,9105.0,2012803.95
23/06/2020,223.1,223.1,-0.4,3025.0,672225.5
22/06/2020,224.0,224.0,0.45,570.0,127882.7
19/06/2020,223.0,223.0,0.18,85552.0,19014441.1
18/06/2020,222.6,222.6,-1.83,195362.0,45575964.25
17/06/2020,226.75,226.75,3.99,6783.0,1538045.25
16/06/2020,218.05,218.05,-0.39,4656.0,1019464.9
15/06/2020,218.9,218.9,0.88,1668.0,365340.45
12/06/2020,217.0,217.0,-1.32,39151.0,8494542.0
11/06/2020,219.9,219.9,1.81,3440.0,753417.3
10/06/2020,216.0,216.0,-2.26,289239.0,62221102.2
09/06/2020,221.0,221.0,-1.12,37873.0,8374108.0
08/06/2020,223.5,223.5,1.59,3689.0,822543.2
05/06/2020,220.0,220.0,-0.45,16075.0,3556658.1
04/06/2020,221.0,221.0,1.28,54682.0,12109185.25
03/06/2020,218.2,218.2,1.49,38901.0,8486199.25
02/06/2020,215.0,215.0,0.47,36635.0,7890353.5
01/06/2020,214.0,214.0,0.0,12000.0,2558000.7
29/05/2020,214.0,214.0,1.9,145226.0,30627536.65
28/05/2020,210.0,210.0,0.0,141210.0,29693224.25
27/05/2020,210.0,210.0,2.44,70222.0,14667224.3
26/05/2020,205.0,205.0,0.99,24564.0,5024913.0
22/05/2020,203.0,203.0,0.5,17663.0,3581955.2
21/05/2020,202.0,202.0,1.51,408.0,82449.9
20/05/2020,199.0,199.0,0.51,28053.0,5583121.85
19/05/2020,198.0,198.0,0.35,22634.0,4480330.3
18/05/2020,197.3,197.3,2.23,18843.0,3715327.7
15/05/2020,193.0,193.0,-1.03,68328.0,13195961.8
14/05/2020,195.0,195.0,2.63,264.0,51528.0
13/05/2020,190.0,190.0,-2.56,2744.0,524049.85
12/05/2020,195.0,195.0,-1.02,28054.0,5486408.8
11/05/2020,197.0,197.0,0.41,14018.0,2767388.5
08/05/2020,196.2,196.2,-3.85,27100.0,5396789.25
07/05/2020,204.05,204.05,0.0,0.0,0.0
06/05/2020,204.05,204.05,1.01,9606.0,1960605.95
05/05/2020,202.0,202.0,1.0,33886.0,6881486.15
04/05/2020,200.0,200.0,-1.96,15304.0,3088032.25
30/04/2020,204.0,204.0,1.92,30452.0,6234174.4
29/04/2020,200.15,200.15,0.08,7362.0,1473821.15
28/04/2020,200.0,200.0,1.01,106120.0,21223994.0
27/04/2020,198.0,198.0,1.02,17299.0,3426657.9
24/04/2020,196.0,196.0,0.51,12362.0,2425483.15
23/04/2020,195.0,195.0,-0.03,18292.0,3567029.25
22/04/2020,195.05,195.05,-0.05,1206.0,235825.55
21/04/2020,195.15,195.15,-1.44,21313.0,4193403.85
20/04/2020,198.0,198.0,-0.48,11903.0,2358366.6
17/04/2020,198.95,198.95,-0.53,13957.0,2786168.9
16/04/2020,200.0,200.0,-1.48,28147.0,5631632.5
15/04/2020,203.0,203.0,-1.93,8040.0,1679857.0
14/04/2020,207.0,207.0,0.61,695.0,144090.0
13/04/2020,205.75,205.75,1.96,121.0,24895.45
10/04/2020,201.8,201.8,1.41,42054.0,8486884.15
09/04/2020,199.0,199.0,-1.0,8061.0,1616812.15
08/04/2020,201.0,201.0,0.65,55139.0,11027750.3
07/04/2020,199.7,199.7,-3.99,45763.0,9178662.65
06/04/2020,208.0,208.0,-0.95,405.0,85002.0
03/04/2020,210.0,210.0,-2.33,54353.0,11550212.0
02/04/2020,215.0,215.0,0.0,33110.0,7113451.0
01/04/2020,215.0,215.0,-0.46,12759.0,2754860.5
31/03/2020,216.0,216.0,-0.46,24545.0,5381351.65
30/03/2020,217.0,217.0,0.0,21257.0,4611483.75
27/03/2020,217.0,217.0,0.09,81208.0,17454232.45
26/03/2020,216.8,216.8,-0.09,46104.0,10103907.5
25/03/2020,217.0,217.0,-3.98,179888.0,40084478.9
24/03/2020,226.0,226.0,0.89,140135.0,32059983.5
23/03/2020,224.0,224.0,3.99,11966.0,2680384.0
20/03/2020,215.4,215.4,3.98,81492.0,17321683.35
19/03/2020,207.15,207.15,3.99,176723.0,34579729.7
18/03/2020,199.2,199.2,-3.98,47156.0,9399046.7
17/03/2020,207.45,207.45,-3.98,53464.0,11108651.7
16/03/2020,216.05,216.05,-9.98,63884.0,14229116.25
13/03/2020,240.0,240.0,0.0,110469.0,26170704.25
12/03/2020,240.0,240.0,-7.67,65683.0,15829065.3
11/03/2020,259.95,259.95,-0.02,16055.0,4189174.5
10/03/2020,260.0,260.0,7.44,25168.0,6518916.85
09/03/2020,242.0,242.0,-8.33,102293.0,24642848.3
06/03/2020,264.0,264.0,-2.19,62225.0,16443400.0
05/03/2020,269.9,269.9,1.47,46378.0,12333115.9
04/03/2020,266.0,266.0,-0.37,25405.0,6761927.2
03/03/2020,267.0,267.0,-1.15,31367.0,8401322.75
02/03/2020,270.1,270.1,-0.33,2449.0,661474.9
28/02/2020,271.0,271.0,-0.71,118649.0,32219082.95
27/02/2020,272.95,272.95,1.0,40.0,10918.0
26/02/2020,270.25,270.25,-0.28,570.0,154042.5
25/02/2020,271.0,271.0,0.0,0.0,0.0
24/02/2020,271.0,271.0,-1.45,7688.0,2081336.8
21/02/2020,275.0,275.0,1.42,492697.0,134469393.5
20/02/2020,271.15,271.15,0.06,6577.0,1783294.65
19/02/2020,271.0,271.0,-1.04,8026.0,2171299.0
18/02/2020,273.85,273.85,-0.24,15798.0,4312580.0
17/02/2020,274.5,274.5,0.18,3065.0,841343.3
14/02/2020,274.0,274.0,0.74,45953.0,12564912.6
13/02/2020,272.0,272.0,0.68,1020.0,277313.5
12/02/2020,270.15,270.15,0.02,18330.0,4953927.4
11/02/2020,270.1,270.1,-1.24,856.0,231205.6
10/02/2020,273.5,273.5,-0.15,250.0,68375.0
07/02/2020,273.9,273.9,1.0,42070.0,11390571.25
06/02/2020,271.2,271.2,0.02,2507.0,679794.4
05/02/2020,271.15,271.15,-1.02,1000.0,271150.0
04/02/2020,273.95,273.95,1.35,10434.0,2833032.9
03/02/2020,270.3,270.3,-1.49,862.0,233090.5
31/01/2020,274.4,274.4,0.33,7919.0,2168453.0
30/01/2020,273.5,273.5,-0.18,5800.0,1586150.0
29/01/2020,274.0,274.0,-0.18,27875.0,7636441.8
28/01/2020,274.5,274.5,0.0,5745.0,1576992.5
27/01/2020,274.5,274.5,-0.87,17909.0,4925672.0
24/01/2020,276.9,276.9,0.33,82651.0,22856235.9
23/01/2020,276.0,276.0,-0.34,1145.0,316305.0
22/01/2020,276.95,276.95,0.16,51312.0,14189058.35
21/01/2020,276.5,276.5,0.34,9308.0,2570819.9
20/01/2020,275.55,275.55,-0.52,18310.0,5057154.85
17/01/2020,277.0,277.0,0.38,182478.0,50434688.05
16/01/2020,275.95,275.95,0.71,106665.0,29327467.15
15/01/2020,274.0,274.0,0.0,7926.0,2171724.0
14/01/2020,274.0,274.0,0.44,21978.0,6028511.65
