date,closing,adjusted,evolution,quantity,volume
12/09/2022,256.8,256.8,0.31,5.0,1284.0
09/09/2022,256.0,256.0,0.39,7650.0,1958400.0
08/09/2022,255.0,255.0,-0.02,1841.0,469443.7
07/09/2022,255.05,255.05,-0.37,11392.0,2915092.3
06/09/2022,256.0,256.0,-0.39,1083.0,277263.0
05/09/2022,257.0,257.0,-0.54,1917.0,492669.0
02/09/2022,258.4,258.4,0.94,13735.0,3522277.3
01/09/2022,256.0,256.0,0.0,572.0,146432.0
31/08/2022,256.0,256.0,-0.39,9012.0,2307756.0
30/08/2022,257.0,257.0,-0.77,2617.0,673164.0
29/08/2022,259.0,259.0,0.39,1555.0,400780.0
26/08/2022,258.0,258.0,0.0,25214.0,6508172.0
25/08/2022,258.0,258.0,0.0,20527.0,5296134.85
24/08/2022,258.0,258.0,-0.39,16254.0,4192278.0
23/08/2022,259.0,259.0,0.0,10001.0,2590259.0
22/08/2022,259.0,259.0,-0.35,6294.0,1627633.5
19/08/2022,259.9,259.9,0.74,13612.0,3524539.5
18/08/2022,258.0,258.0,-0.77,5162.0,1341986.0
17/08/2022,260.0,260.0,0.0,6035.0,1568254.75
16/08/2022,260.0,260.0,0.19,23094.0,6013360.8
15/08/2022,259.5,259.5,-0.17,17600.0,4567150.0
12/08/2022,259.95,259.95,0.76,24115.0,6255354.5
11/08/2022,258.0,258.0,1.18,20280.0,5203900.0
10/08/2022,255.0,255.0,0.0,2816.0,718094.75
09/08/2022,255.0,255.0,2.0,7632.0,1945159.05
08/08/2022,250.0,250.0,-1.96,165.0,41575.0
05/08/2022,255.0,255.0,2.0,7919.0,2019345.0
04/08/2022,250.0,250.0,0.0,5170.0,1292683.5
03/08/2022,250.0,250.0,-0.04,1746.0,436641.0
02/08/2022,250.1,250.1,0.04,908.0,227086.4
01/08/2022,250.0,250.0,0.0,4715.0,1178770.5
29/07/2022,250.0,250.0,0.0,546.0,136524.2
28/07/2022,250.0,250.0,-0.79,13538.0,3384553.45
27/07/2022,252.0,252.0,0.2,2501.0,630248.0
26/07/2022,251.5,251.5,1.37,19194.0,4827291.0
25/07/2022,248.1,248.1,-1.55,2578.0,643943.95
22/07/2022,252.0,252.0,-0.04,21070.0,5309937.35
21/07/2022,252.1,252.1,0.02,1545.0,389479.6
20/07/2022,252.05,252.05,0.02,7164.0,1806391.55
19/07/2022,252.0,252.0,0.4,42.0,10554.0
18/07/2022,251.0,251.0,0.0,553.0,138803.0
15/07/2022,251.0,251.0,1.21,16140.0,4041951.0
14/07/2022,248.0,248.0,0.0,1211.0,304169.55
13/07/2022,248.0,248.0,0.2,705.0,175437.7
12/07/2022,256.0,256.0,0.39,215991.0,55408012.9
08/07/2022,255.0,255.0,0.79,127201.0,32189148.3
07/07/2022,253.0,253.0,0.4,116372.0,29235768.5
06/07/2022,252.0,252.0,2.44,13310.0,3328925.4
05/07/2022,246.0,246.0,0.0,23466.0,5813467.15
04/07/2022,246.0,246.0,0.41,54814.0,13450563.4
01/07/2022,245.0,245.0,-3.88,41820.0,10247480.0
30/06/2022,254.9,254.9,0.35,80007.0,20393784.5
29/06/2022,254.0,254.0,-0.37,84092.0,21442946.65
28/06/2022,254.95,254.95,-0.02,85.0,21477.2
27/06/2022,255.0,255.0,0.0,170.0,43345.1
24/06/2022,255.0,255.0,2.41,30.0,7650.0
23/06/2022,249.0,249.0,-0.8,46948.0,11703688.2
22/06/2022,251.0,251.0,-0.79,70115.0,17658971.0
21/06/2022,253.0,253.0,-0.73,143464.0,36524802.75
20/06/2022,254.85,254.85,0.73,527.0,134305.95
17/06/2022,253.0,253.0,-0.78,59100.0,14953425.0
16/06/2022,255.0,255.0,0.79,23056.0,5882670.0
15/06/2022,253.0,253.0,0.0,99451.0,25162355.3
14/06/2022,253.0,253.0,-2.69,20636.0,5246505.5
13/06/2022,260.0,260.0,0.0,2217.0,573916.7
10/06/2022,260.0,260.0,-0.76,15272.0,3959049.2
09/06/2022,262.0,262.0,0.0,19632.0,5137613.5
08/06/2022,262.0,262.0,1.55,20410.0,5295185.5
07/06/2022,258.0,258.0,-2.59,42275.0,10906470.45
06/06/2022,264.85,264.85,2.66,1.0,264.85
03/06/2022,258.0,258.0,1.18,328265.0,84168102.7
02/06/2022,255.0,255.0,1.23,9166.0,2316174.65
01/06/2022,251.9,251.9,2.82,28.0,7053.2
31/05/2022,245.0,245.0,-2.0,95306.0,23407563.2
30/05/2022,250.0,250.0,-0.36,15845.0,3961259.0
27/05/2022,250.9,250.9,-0.83,9340.0,2344071.4
26/05/2022,253.0,253.0,-0.78,40909.0,10382425.0
25/05/2022,255.0,255.0,0.77,4190.0,1055839.25
24/05/2022,253.05,253.05,-0.76,28606.0,7244695.0
23/05/2022,255.0,255.0,0.79,7110.0,1801906.5
20/05/2022,253.0,253.0,-1.56,32054.0,8120726.1
19/05/2022,257.0,257.0,0.0,9142.0,2347962.0
18/05/2022,257.0,257.0,1.58,16230.0,4170910.0
17/05/2022,253.0,253.0,0.0,0.0,0.0
16/05/2022,253.0,253.0,-1.9,5549.0,1422613.95
13/05/2022,257.9,257.9,1.14,1349.0,347974.1
12/05/2022,255.0,255.0,0.0,4177.0,1066510.0
11/05/2022,255.0,255.0,0.0,17803.0,4539874.0
10/05/2022,255.0,255.0,-2.67,34610.0,8879793.35
09/05/2022,262.0,262.0,-1.32,14436.0,3782946.5
06/05/2022,265.5,265.5,-0.19,11855.0,3147327.7
05/05/2022,266.0,266.0,-0.37,13831.0,3679049.1
04/05/2022,267.0,267.0,0.0,0.0,0.0
29/04/2022,267.0,267.0,-0.37,22008.0,5876136.0
28/04/2022,268.0,268.0,0.37,53.0,14170.0
27/04/2022,267.0,267.0,0.75,1443.0,384556.75
26/04/2022,265.0,265.0,-1.12,22500.0,5987267.0
25/04/2022,268.0,268.0,0.73,35104.0,9371823.0
22/04/2022,266.05,266.05,0.02,10799.0,2872916.9
21/04/2022,266.0,266.0,-0.75,28968.0,7705490.0
20/04/2022,268.0,268.0,0.73,9002.0,2394536.4
19/04/2022,266.05,266.05,-0.88,3143.0,836739.25
18/04/2022,268.4,268.4,0.9,10.0,2684.0
15/04/2022,266.0,266.0,-0.93,8177.0,2176022.75
14/04/2022,268.5,268.5,0.9,44014.0,11714108.5
13/04/2022,266.1,266.1,-0.71,18619.0,4957657.5
12/04/2022,268.0,268.0,0.75,2080.0,552269.25
11/04/2022,266.0,266.0,0.0,570.0,151620.0
08/04/2022,266.0,266.0,0.3,25778.0,6856978.0
07/04/2022,265.2,265.2,-1.78,42239.0,11230474.9
06/04/2022,270.0,270.0,1.69,110.0,29302.5
05/04/2022,265.5,265.5,0.38,42252.0,11208781.0
04/04/2022,264.5,264.5,-0.56,19305.0,5179831.5
01/04/2022,266.0,266.0,-0.37,1711.0,455512.6
31/03/2022,267.0,267.0,0.79,1001.0,267265.0
30/03/2022,264.9,264.9,-0.41,3756.0,989556.0
29/03/2022,266.0,266.0,3.5,2406.0,623334.95
28/03/2022,257.0,257.0,-1.15,918.0,236404.0
25/03/2022,260.0,260.0,1.56,6300.0,1638025.0
24/03/2022,256.0,256.0,-1.54,19086.0,4889160.0
23/03/2022,260.0,260.0,-1.92,86060.0,22377893.5
22/03/2022,265.1,265.1,-0.53,4175.0,1107286.0
21/03/2022,266.5,266.5,-0.93,4145.0,1116914.7
18/03/2022,269.0,269.0,0.37,36475.0,9806377.0
17/03/2022,268.0,268.0,0.98,28887.0,7744254.0
16/03/2022,265.4,265.4,0.15,47080.0,12491622.5
15/03/2022,265.0,265.0,-0.04,18206.0,4821819.35
14/03/2022,265.1,265.1,0.04,45.0,12070.4
11/03/2022,265.0,265.0,1.92,59239.0,15948002.0
10/03/2022,260.0,260.0,-2.22,5765.0,1507236.2
09/03/2022,265.9,265.9,1.88,8972.0,2374640.95
08/03/2022,261.0,261.0,0.38,76748.0,19984642.15
07/03/2022,260.0,260.0,-3.7,21678.0,5643868.3
04/03/2022,270.0,270.0,-0.37,51273.0,13843817.25
03/03/2022,271.0,271.0,-1.09,14983.0,4061270.5
02/03/2022,274.0,274.0,-0.36,5907.0,1617882.0
01/03/2022,275.0,275.0,0.0,20507.0,5639134.75
28/02/2022,275.0,275.0,0.0,83250.0,22893918.0
25/02/2022,275.0,275.0,1.66,29557.0,8133330.15
24/02/2022,270.5,270.5,-5.42,147858.0,40744551.7
23/02/2022,286.0,286.0,0.35,184857.0,53048860.75
22/02/2022,285.0,285.0,-0.35,10912.0,3108191.5
21/02/2022,286.0,286.0,-0.69,24305.0,6951628.75
18/02/2022,288.0,288.0,0.0,43854.0,12628814.3
17/02/2022,288.0,288.0,0.0,7363.0,2120544.0
16/02/2022,288.0,288.0,-0.69,21620.0,6226575.25
15/02/2022,290.0,290.0,0.0,27610.0,8006020.0
14/02/2022,290.0,290.0,-1.54,28172.0,8192427.35
11/02/2022,294.55,294.55,-0.15,29238.0,8611653.4
10/02/2022,295.0,295.0,0.85,6595.0,1936621.0
09/02/2022,292.5,292.5,-0.51,35084.0,10262356.35
08/02/2022,294.0,294.0,0.02,22674.0,6623093.35
07/02/2022,293.95,293.95,0.67,9680.0,2826680.6
04/02/2022,292.0,292.0,0.0,33842.0,9881864.0
03/02/2022,292.0,292.0,1.21,84258.0,24451616.75
02/02/2022,288.5,288.5,0.87,109690.0,31583724.0
01/02/2022,286.0,286.0,-0.35,17383.0,4971544.0
31/01/2022,287.0,287.0,0.0,10.0,2870.0
28/01/2022,287.0,287.0,-0.03,34592.0,9919597.1
27/01/2022,287.1,287.1,0.02,3882.0,1115422.2
26/01/2022,287.05,287.05,-0.33,11282.0,3247998.0
25/01/2022,288.0,288.0,0.0,43314.0,12462319.55
24/01/2022,288.0,288.0,0.0,19141.0,5503467.0
21/01/2022,288.0,288.0,-0.05,211219.0,60946072.25
20/01/2022,288.15,288.15,0.05,26939.0,7762415.6
19/01/2022,288.0,288.0,-0.35,42741.0,12312260.2
18/01/2022,289.0,289.0,0.02,24630.0,7118071.8
17/01/2022,288.95,288.95,-0.36,99638.0,28749861.9
14/01/2022,290.0,290.0,1.05,160687.0,46202223.95
13/01/2022,287.0,287.0,0.35,28314.0,8062371.0
12/01/2022,286.0,286.0,0.7,29202.0,8355598.2
10/01/2022,284.0,284.0,0.0,11061.0,3147075.5
07/01/2022,284.0,284.0,1.09,48424.0,13733557.7
06/01/2022,280.95,280.95,1.06,28080.0,7887811.7
05/01/2022,278.0,278.0,0.0,15676.0,4359714.0
04/01/2022,278.0,278.0,0.0,799.0,222047.0
03/01/2022,278.0,278.0,-1.05,19659.0,5465702.0
31/12/2021,280.95,280.95,0.18,40035.0,11247810.0
30/12/2021,280.45,280.45,0.16,22451.0,6293783.0
29/12/2021,280.0,280.0,0.0,16505.0,4616940.0
28/12/2021,280.0,280.0,0.02,25955.0,7233664.7
27/12/2021,279.95,279.95,0.52,8278.0,2305734.0
24/12/2021,278.5,278.5,-0.52,17726.0,4936686.0
23/12/2021,279.95,279.95,0.52,10979.0,3050112.75
22/12/2021,278.5,278.5,-0.52,10130.0,2820470.1
21/12/2021,279.95,279.95,1.05,7666.0,2134138.4
20/12/2021,277.05,277.05,-1.05,17239.0,4776078.8
17/12/2021,280.0,280.0,0.0,79165.0,22148281.0
16/12/2021,280.0,280.0,1.08,5921.0,1644902.4
15/12/2021,277.0,277.0,0.0,18634.0,5161618.0
14/12/2021,277.0,277.0,-1.07,216333.0,59975213.75
13/12/2021,280.0,280.0,0.0,20983.0,5875554.0
10/12/2021,280.0,280.0,0.02,177595.0,49733717.8
09/12/2021,279.95,279.95,-0.02,50267.0,14041359.5
08/12/2021,280.0,280.0,0.0,51690.0,14464565.15
07/12/2021,280.0,280.0,1.63,49659.0,13769107.1
06/12/2021,275.5,275.5,-0.56,3358.0,925936.5
03/12/2021,277.05,277.05,-0.7,17402.0,4821243.2
02/12/2021,279.0,279.0,-0.36,29641.0,8211274.5
01/12/2021,280.0,280.0,1.45,17060.0,4731500.0
30/11/2021,276.0,276.0,-0.18,93264.0,25748564.5
29/11/2021,276.5,276.5,-0.25,4258.0,1174568.0
26/11/2021,277.2,277.2,-1.32,53349.0,14818913.55
25/11/2021,280.9,280.9,0.0,3642.0,1017849.45
24/11/2021,280.9,280.9,0.5,59381.0,16603909.65
23/11/2021,279.5,279.5,-0.18,27881.0,7792785.0
22/11/2021,280.0,280.0,0.36,27313.0,7620661.75
19/11/2021,279.0,279.0,0.0,60387.0,16848070.0
17/11/2021,279.0,279.0,0.36,71312.0,19898046.5
16/11/2021,278.0,278.0,0.0,43976.0,12225328.0
15/11/2021,278.0,278.0,0.0,33612.0,9344137.6
12/11/2021,278.0,278.0,-0.36,51799.0,14403393.5
11/11/2021,279.0,279.0,0.0,11977.0,3330918.9
10/11/2021,279.0,279.0,-0.36,65241.0,18241943.1
09/11/2021,280.0,280.0,0.0,38425.0,10760324.25
08/11/2021,280.0,280.0,-0.71,360.0,100822.6
05/11/2021,282.0,282.0,-0.18,25029.0,7053187.9
04/11/2021,282.5,282.5,-0.02,78289.0,22146548.45
03/11/2021,282.55,282.55,0.11,67937.0,19190075.2
02/11/2021,282.25,282.25,0.62,179903.0,50775564.0
01/11/2021,280.5,280.5,-2.43,50651.0,14232620.0
29/10/2021,287.5,287.5,1.95,154508.0,44077398.0
28/10/2021,282.0,282.0,-0.35,87820.0,24682566.15
27/10/2021,283.0,283.0,1.07,131858.0,37145645.2
26/10/2021,280.0,280.0,0.72,140632.0,39214106.05
25/10/2021,278.0,278.0,1.04,112445.0,31135477.75
22/10/2021,275.15,275.15,0.05,17559.0,4828591.55
21/10/2021,275.0,275.0,0.04,68163.0,18733483.8
18/10/2021,274.9,274.9,-0.04,10129.0,2767137.7
15/10/2021,275.0,275.0,0.36,36475.0,10008176.5
14/10/2021,274.0,274.0,0.37,23858.0,6530724.3
13/10/2021,273.0,273.0,0.0,26185.0,7148504.1
12/10/2021,273.0,273.0,0.35,2487.0,678942.0
11/10/2021,272.05,272.05,-1.04,9090.0,2472565.8
08/10/2021,274.9,274.9,1.38,11760.0,3230207.8
07/10/2021,271.15,271.15,-0.31,1909.0,518071.05
06/10/2021,272.0,272.0,0.5,6539.0,1772534.9
05/10/2021,270.65,270.65,-1.56,5999.0,1627757.0
04/10/2021,274.95,274.95,-0.09,21196.0,5754561.6
01/10/2021,275.2,275.2,-0.29,27479.0,7515496.4
30/09/2021,276.0,276.0,0.36,24763.0,6822973.6
29/09/2021,275.0,275.0,-0.38,5127.0,1409320.5
28/09/2021,276.05,276.05,0.38,17676.0,4853535.5
27/09/2021,275.0,275.0,-0.36,51533.0,14161993.65
24/09/2021,276.0,276.0,1.25,162109.0,44791120.25
23/09/2021,272.6,272.6,0.59,37230.0,10133693.7
22/09/2021,271.0,271.0,0.0,52908.0,14286473.8
21/09/2021,271.0,271.0,0.35,19293.0,5208594.0
20/09/2021,270.05,270.05,-0.41,33670.0,9097067.75
17/09/2021,271.15,271.15,0.43,27216.0,7377324.9
16/09/2021,270.0,270.0,0.0,22217.0,5977664.0
15/09/2021,270.0,270.0,-0.02,32669.0,8819132.5
14/09/2021,270.05,270.05,-0.72,10311.0,2790179.0
13/09/2021,272.0,272.0,0.0,7029.0,1899948.55
10/09/2021,272.0,272.0,-1.09,13718.0,3732407.0
09/09/2021,275.0,275.0,1.29,228151.0,62309367.3
08/09/2021,271.5,271.5,0.18,17551.0,4754529.85
07/09/2021,271.0,271.0,0.3,30689.0,8310938.55
06/09/2021,270.2,270.2,-0.3,2119.0,572408.1
03/09/2021,271.0,271.0,0.04,26533.0,7187934.65
02/09/2021,270.9,270.9,0.0,55744.0,15099042.6
01/09/2021,270.9,270.9,0.11,28095.0,7607621.75
31/08/2021,270.6,270.6,-0.18,69575.0,18844647.2
30/08/2021,271.1,271.1,-0.33,702.0,190167.4
27/08/2021,272.0,272.0,0.0,25104.0,6810000.0
26/08/2021,272.0,272.0,0.37,13806.0,3743292.95
25/08/2021,271.0,271.0,0.37,4773.0,1288929.0
24/08/2021,270.0,270.0,-0.74,3667.0,990090.0
23/08/2021,272.0,272.0,-0.18,12638.0,3425956.65
19/08/2021,272.5,272.5,0.55,32390.0,8801811.0
18/08/2021,271.0,271.0,0.74,28203.0,7605224.15
17/08/2021,269.0,269.0,0.0,5800.0,1558397.15
16/08/2021,269.0,269.0,0.45,9891.0,2651915.3
13/08/2021,267.8,267.8,-0.07,20940.0,5605280.0
12/08/2021,268.0,268.0,-0.72,16890.0,4531370.0
11/08/2021,269.95,269.95,-0.02,38738.0,10458698.25
09/08/2021,270.0,270.0,1.89,4565.0,1229655.0
06/08/2021,273.0,273.0,0.18,29638.0,8068280.2
05/08/2021,272.5,272.5,0.55,21270.0,5773694.85
04/08/2021,271.0,271.0,-0.33,24773.0,6685843.0
03/08/2021,271.9,271.9,0.15,12032.0,3240284.85
02/08/2021,271.5,271.5,0.56,36880.0,9959843.0
29/07/2021,270.0,270.0,0.77,253386.0,68365255.9
28/07/2021,267.95,267.95,0.73,838.0,224342.0
27/07/2021,266.0,266.0,0.28,58249.0,15490578.8
26/07/2021,265.25,265.25,-0.66,12650.0,3358104.5
23/07/2021,267.0,267.0,1.83,3713.0,985115.25
20/07/2021,262.2,262.2,-0.93,19369.0,5088489.5
19/07/2021,264.65,264.65,-1.23,688.0,182078.2
16/07/2021,267.95,267.95,1.8,14432.0,3808007.15
15/07/2021,263.2,263.2,-1.24,314.0,82702.4
14/07/2021,266.5,266.5,-0.19,11049.0,2944075.5
13/07/2021,267.0,267.0,0.87,105378.0,28021568.0
12/07/2021,264.7,264.7,0.08,4173.0,1105393.1
09/07/2021,264.5,264.5,0.0,25638.0,6768276.95
08/07/2021,264.5,264.5,0.0,964.0,254978.0
07/07/2021,264.5,264.5,0.0,5328.0,1398864.8
06/07/2021,264.5,264.5,-0.19,151.0,39790.1
05/07/2021,265.0,265.0,0.0,19167.0,5077876.6
02/07/2021,265.0,265.0,-0.34,18510.0,4905150.0
01/07/2021,265.9,265.9,-0.04,6348.0,1673355.5
30/06/2021,266.0,266.0,0.0,14028.0,3731371.0
29/06/2021,266.0,266.0,-0.37,3513.0,933045.35
28/06/2021,267.0,267.0,0.75,722.0,191863.0
25/06/2021,265.0,265.0,-0.38,51358.0,13619103.3
24/06/2021,266.0,266.0,-0.37,12312.0,3286928.0
23/06/2021,267.0,267.0,0.0,0.0,0.0
22/06/2021,267.0,267.0,0.0,106474.0,28472288.2
21/06/2021,267.0,267.0,0.38,13153.0,3502748.7
18/06/2021,266.0,266.0,0.19,117009.0,31126152.0
17/06/2021,265.5,265.5,-0.19,7586.0,2016299.4
16/06/2021,266.0,266.0,0.0,13002.0,3463531.5
15/06/2021,266.0,266.0,-0.64,25919.0,6922439.55
14/06/2021,267.7,267.7,0.26,9654.0,2577648.8
11/06/2021,267.0,267.0,0.38,8363.0,2228373.95
10/06/2021,266.0,266.0,0.0,4153.0,1105337.05
09/06/2021,266.0,266.0,0.0,4876.0,1292477.85
08/06/2021,266.0,266.0,-0.37,5337.0,1413771.55
07/06/2021,267.0,267.0,-0.19,16949.0,4535128.75
04/06/2021,267.5,267.5,-0.19,22386.0,5983740.0
03/06/2021,268.0,268.0,0.0,480.0,127552.5
02/06/2021,268.0,268.0,0.73,4248.0,1129400.2
01/06/2021,266.05,266.05,0.02,3559.0,946818.1
31/05/2021,266.0,266.0,-0.93,35.0,9310.0
28/05/2021,268.5,268.5,0.94,6226.0,1669365.0
27/05/2021,266.0,266.0,-1.12,61565.0,16417400.0
26/05/2021,269.0,269.0,0.34,6042.0,1617673.8
25/05/2021,268.1,268.1,1.92,24082.0,6448858.85
24/05/2021,263.05,263.05,-1.11,1632.0,430378.25
21/05/2021,266.0,266.0,0.76,2046.0,544025.8
20/05/2021,264.0,264.0,-0.75,11682.0,3087920.75
19/05/2021,266.0,266.0,0.76,26666.0,7109800.2
18/05/2021,264.0,264.0,-1.46,2233.0,590140.8
17/05/2021,267.9,267.9,0.98,40907.0,10907264.2
12/05/2021,265.3,265.3,1.07,54832.0,14490490.8
11/05/2021,262.5,262.5,-0.94,1242.0,326295.5
10/05/2021,265.0,265.0,0.19,41570.0,10984711.65
07/05/2021,264.5,264.5,0.57,152579.0,40128809.7
06/05/2021,263.0,263.0,0.13,31287.0,8256224.3
05/05/2021,262.65,262.65,0.25,38033.0,10077420.8
04/05/2021,262.0,262.0,0.96,197852.0,51600987.25
03/05/2021,259.5,259.5,0.58,162953.0,42240988.6
30/04/2021,258.0,258.0,-0.35,13924.0,3591578.1
29/04/2021,258.9,258.9,0.35,20168.0,5203503.35
28/04/2021,258.0,258.0,-0.19,80575.0,20822524.25
27/04/2021,258.5,258.5,0.19,23968.0,6191497.5
26/04/2021,258.0,258.0,0.0,152496.0,39342440.4
23/04/2021,258.0,258.0,0.64,19053.0,4907256.0
22/04/2021,256.35,256.35,0.08,21367.0,5511043.7
21/04/2021,256.15,256.15,-0.52,119207.0,30542696.0
20/04/2021,257.5,257.5,0.23,72297.0,18601063.9
19/04/2021,256.9,256.9,0.35,5084.0,1302018.6
16/04/2021,256.0,256.0,0.39,53764.0,13763032.1
15/04/2021,255.0,255.0,0.35,102740.0,26204941.35
14/04/2021,254.1,254.1,0.43,16.0,4065.6
13/04/2021,253.0,253.0,0.6,19560.0,4948680.0
12/04/2021,251.5,251.5,-0.59,1000.0,251500.0
09/04/2021,253.0,253.0,1.14,105.0,26565.0
08/04/2021,250.15,250.15,0.0,50.0,12507.5
07/04/2021,250.15,250.15,0.0,0.0,0.0
06/04/2021,250.15,250.15,-0.36,8650.0,2166317.4
05/04/2021,251.05,251.05,-0.77,6740.0,1691421.9
02/04/2021,253.0,253.0,-0.76,9412.0,2379470.7
01/04/2021,254.95,254.95,0.77,90479.0,23056714.0
31/03/2021,253.0,253.0,0.8,81686.0,20610996.3
30/03/2021,251.0,251.0,0.5,4437.0,1111455.3
29/03/2021,249.75,249.75,-0.1,2980.0,745095.75
26/03/2021,250.0,250.0,0.0,1616442.0,403307301.8
25/03/2021,250.0,250.0,0.36,5577.0,1391286.0
24/03/2021,249.1,249.1,0.0,1561.0,388845.1
23/03/2021,249.1,249.1,0.22,15041.0,3776620.15
22/03/2021,248.55,248.55,-2.15,6006.0,1491672.45
19/03/2021,254.0,254.0,0.59,53458.0,13385577.0
18/03/2021,252.5,252.5,-0.79,2956.0,744558.55
17/03/2021,254.5,254.5,1.8,33486.0,8489263.65
16/03/2021,250.0,250.0,0.4,3328.0,828529.35
15/03/2021,249.0,249.0,0.0,6074.0,1512711.5
